transaction_id,customer_id,transaction_date,amount,category,gender,age,city,payment_method,true_segment
TXN_011965,CUST_0717,2024-02-16,206.2,Toys,Female,55,New York,Cash,loyal
TXN_006649,CUST_0409,2024-04-29,195.77,Health & Beauty,Female,63,San Diego,Cash,champion
TXN_001144,CUST_0075,2023-02-07,156.56,Groceries,Female,42,San Antonio,PayPal,champion
TXN_012906,CUST_0776,2024-03-19,150.39,Clothing,Male,35,New York,Debit Card,champion
TXN_013617,CUST_0822,2023-02-03,77.36,Electronics,Male,46,San Diego,Debit Card,loyal
TXN_002510,CUST_0168,2024-06-15,38.93,Health & Beauty,Male,66,Chicago,PayPal,dormant
TXN_012682,CUST_0760,2022-04-17,46.59,Books,Female,65,Chicago,PayPal,dormant
TXN_002273,CUST_0146,2022-08-23,25.38,Sports,Male,25,Philadelphia,Credit Card,dormant
TXN_002860,CUST_0187,2023-03-23,314.46,Toys,Female,28,San Diego,PayPal,champion
TXN_001221,CUST_0085,2022-05-09,65.67,Books,Male,59,Philadelphia,Cash,dormant
TXN_012038,CUST_0721,2024-03-28,46.38,Electronics,Female,64,Los Angeles,Credit Card,at_risk
TXN_004864,CUST_0298,2023-09-14,62.61,Groceries,Male,32,San Diego,PayPal,dormant
TXN_016131,CUST_0990,2024-05-30,78.47,Home & Garden,Female,25,Houston,PayPal,champion
TXN_010354,CUST_0618,2023-12-05,206.48,Sports,Male,34,Philadelphia,Debit Card,loyal
TXN_009195,CUST_0559,2024-01-24,477.81,Home & Garden,Female,48,New York,Credit Card,champion
TXN_002003,CUST_0131,2023-11-05,237.3,Clothing,Male,29,Philadelphia,PayPal,champion
TXN_008473,CUST_0509,2024-06-03,167.94,Books,Female,28,Chicago,Credit Card,loyal
TXN_007077,CUST_0437,2023-05-16,114.63,Clothing,Male,55,Philadelphia,Debit Card,champion
TXN_004924,CUST_0302,2024-01-30,51.5,Toys,Female,39,New York,Debit Card,at_risk
TXN_004532,CUST_0280,2024-02-03,60.61,Health & Beauty,Female,58,Phoenix,Debit Card,dormant
TXN_007887,CUST_0486,2024-04-11,138.3,Health & Beauty,Female,59,Los Angeles,PayPal,at_risk
TXN_001672,CUST_0114,2022-11-14,50.64,Groceries,Female,62,Houston,Cash,at_risk
TXN_014070,CUST_0860,2024-04-02,76.14,Electronics,Male,31,Phoenix,Credit Card,at_risk
TXN_014348,CUST_0880,2023-06-03,99.3,Electronics,Male,43,New York,Credit Card,at_risk
TXN_009859,CUST_0595,2024-04-20,279.71,Books,Female,25,Philadelphia,PayPal,champion
TXN_004055,CUST_0250,2023-03-17,223.53,Groceries,Female,44,Philadelphia,Credit Card,champion
TXN_007301,CUST_0447,2024-02-02,310.54,Home & Garden,Other,39,Philadelphia,Credit Card,champion
TXN_006952,CUST_0426,2023-04-09,273.29,Books,Female,28,Chicago,PayPal,champion
TXN_002986,CUST_0191,2023-05-04,197.13,Groceries,Male,46,Philadelphia,PayPal,champion
TXN_001808,CUST_0119,2023-08-07,101.51,Electronics,Female,35,San Antonio,Cash,loyal
TXN_015004,CUST_0918,2024-01-05,98.99,Clothing,Female,33,San Diego,Cash,loyal
TXN_002275,CUST_0148,2023-08-08,101.64,Toys,Female,46,Los Angeles,Cash,at_risk
TXN_003761,CUST_0234,2023-12-29,170.95,Health & Beauty,Female,50,San Diego,Debit Card,champion
TXN_009566,CUST_0578,2024-03-13,263.06,Health & Beauty,Female,51,Chicago,Cash,champion
TXN_011747,CUST_0707,2024-04-12,55.4,Toys,Male,33,Philadelphia,PayPal,at_risk
TXN_014633,CUST_0902,2024-04-26,,Groceries,Male,59,San Antonio,Credit Card,champion
TXN_008000,CUST_0491,2024-03-17,181.81,Electronics,Male,20,New York,Credit Card,loyal
TXN_002045,CUST_0132,2023-05-20,215.34,Electronics,Male,54,Chicago,Debit Card,loyal
TXN_011291,CUST_0669,2023-08-30,296.37,Electronics,Male,31,Philadelphia,Cash,champion
TXN_010879,CUST_0649,2022-11-11,42.03,Health & Beauty,Female,29,Houston,Cash,at_risk
TXN_005113,CUST_0310,2023-09-18,223.8,Toys,Male,34,Phoenix,Cash,champion
TXN_001295,CUST_0088,2024-05-23,182.96,Clothing,Female,30,San Antonio,Cash,at_risk
TXN_009468,CUST_0575,2023-06-23,264.91,Toys,Female,53,San Diego,Debit Card,champion
TXN_004687,CUST_0289,2023-09-12,143.0,Home & Garden,Male,23,Phoenix,Cash,loyal
TXN_003952,CUST_0242,2023-06-27,378.44,Books,Female,65,Phoenix,Cash,champion
TXN_014028,CUST_0855,2024-05-18,155.37,Groceries,Male,38,New York,Cash,loyal
TXN_004317,CUST_0259,2023-12-26,258.68,Sports,Female,59,Phoenix,Cash,champion
TXN_011161,CUST_0663,2023-02-23,214.23,Home & Garden,Female,64,Philadelphia,Credit Card,champion
TXN_000444,CUST_0031,2023-02-25,122.42,Books,Female,43,Houston,Debit Card,loyal
TXN_007385,CUST_0451,2023-02-05,359.34,Electronics,Female,34,San Antonio,Credit Card,champion
TXN_005519,CUST_0330,2024-05-14,140.3,Groceries,Male,28,New York,Credit Card,loyal
TXN_000858,CUST_0060,2024-06-08,173.44,Groceries,Male,62,Philadelphia,Credit Card,champion
TXN_008836,CUST_0537,2023-08-20,340.31,Electronics,Female,61,Phoenix,Credit Card,champion
TXN_004439,CUST_0271,2024-02-16,73.2,Electronics,Female,46,Philadelphia,Debit Card,at_risk
TXN_005321,CUST_0317,2024-04-02,247.09,Health & Beauty,Male,43,Houston,PayPal,loyal
TXN_000841,CUST_0060,2023-05-04,269.87,Groceries,Male,62,Philadelphia,Debit Card,champion
TXN_008192,CUST_0499,2023-08-09,307.61,Health & Beauty,Other,58,Phoenix,Credit Card,champion
TXN_000595,CUST_0044,2023-10-20,76.27,Home & Garden,Female,46,San Antonio,Debit Card,loyal
TXN_015436,CUST_0945,2024-06-04,57.35,Health & Beauty,Male,34,San Antonio,Debit Card,loyal
TXN_008819,CUST_0537,2024-04-09,90.85,Sports,Female,61,Phoenix,Debit Card,champion
TXN_000994,CUST_0067,2024-01-04,129.79,Books,Male,40,New York,PayPal,loyal
TXN_015927,CUST_0977,2022-12-31,50.45,Books,Female,55,Houston,Credit Card,dormant
TXN_010003,CUST_0599,2024-02-09,374.71,Sports,Male,40,New York,Debit Card,champion
TXN_001554,CUST_0105,2024-05-11,362.93,Electronics,Female,47,Houston,Debit Card,champion
TXN_012422,CUST_0747,2023-07-26,258.58,Health & Beauty,Male,31,New York,Cash,champion
TXN_001973,CUST_0130,2023-01-29,211.29,Electronics,Female,21,Philadelphia,Credit Card,loyal
TXN_001951,CUST_0128,2022-10-22,27.4,Groceries,Female,66,Los Angeles,Debit Card,at_risk
TXN_016290,CUST_0999,2023-07-28,58.29,Groceries,Female,22,Chicago,Debit Card,dormant
TXN_010547,CUST_0632,2024-02-03,199.96,Electronics,Female,48,Houston,Cash,champion
TXN_009717,CUST_0585,2023-06-13,366.95,Books,Female,29,Houston,PayPal,champion
TXN_009076,CUST_0549,2022-09-22,26.16,Groceries,Female,68,San Antonio,PayPal,dormant
TXN_009894,CUST_0595,2023-10-14,344.68,Sports,Female,25,Philadelphia,Cash,champion
TXN_010519,CUST_0627,2024-02-09,64.0,Clothing,Male,29,Phoenix,PayPal,new
TXN_002513,CUST_0169,2023-10-17,31.63,Sports,Male,59,New York,Debit Card,dormant
TXN_014208,CUST_0870,2024-05-01,170.78,Home & Garden,Female,25,San Diego,PayPal,champion
TXN_005559,CUST_0333,2023-12-16,84.67,Sports,Male,64,New York,Cash,at_risk
TXN_014501,CUST_0890,2023-03-02,124.35,Home & Garden,Male,48,Phoenix,Cash,loyal
TXN_012413,CUST_0745,2023-08-12,113.26,Books,Male,48,Phoenix,PayPal,loyal
TXN_006301,CUST_0382,2023-08-12,209.98,Groceries,Female,66,Chicago,Credit Card,loyal
TXN_002835,CUST_0187,2024-01-31,243.21,Groceries,Female,28,San Diego,PayPal,champion
TXN_004700,CUST_0290,2024-03-10,211.11,Sports,Female,36,Los Angeles,Credit Card,champion
TXN_002445,CUST_0163,2023-03-08,287.34,Electronics,Female,40,Philadelphia,Debit Card,champion
TXN_002233,CUST_0143,2023-03-22,277.35,Sports,Female,24,Los Angeles,PayPal,champion
TXN_003050,CUST_0192,2023-12-11,72.55,Electronics,Female,26,Houston,Debit Card,loyal
TXN_011133,CUST_0661,2022-12-28,106.93,Toys,Male,61,New York,Cash,at_risk
TXN_010668,CUST_0636,2024-04-24,336.9,Books,Male,31,New York,Credit Card,champion
TXN_000400,CUST_0029,2023-01-27,291.88,Health & Beauty,Female,34,Houston,Debit Card,champion
TXN_001176,CUST_0078,2023-11-11,13.68,Electronics,Male,50,Phoenix,Cash,new
TXN_000432,CUST_0029,2024-05-15,263.66,Health & Beauty,Female,34,Houston,PayPal,champion
TXN_005198,CUST_0312,2024-04-14,154.79,Sports,Male,39,Philadelphia,PayPal,loyal
TXN_006925,CUST_0426,2023-05-31,217.06,Electronics,Female,28,Chicago,Cash,champion
TXN_013063,CUST_0790,2023-06-04,180.16,Electronics,Female,29,Philadelphia,Credit Card,loyal
TXN_015936,CUST_0978,2023-09-14,62.93,Clothing,Male,59,Phoenix,Credit Card,dormant
TXN_010945,CUST_0653,2023-10-21,320.22,Groceries,Female,60,Los Angeles,PayPal,champion
TXN_009188,CUST_0559,2023-09-19,472.63,Clothing,Female,48,New York,Debit Card,champion
TXN_001023,CUST_0069,2023-10-15,103.47,Books,Male,56,Phoenix,PayPal,loyal
TXN_003298,CUST_0208,2024-01-06,183.75,Groceries,Female,25,Phoenix,Debit Card,champion
TXN_008005,CUST_0491,2023-12-05,119.2,Toys,Male,20,New York,Cash,loyal
TXN_014248,CUST_0873,2023-04-12,119.35,Books,Female,53,Los Angeles,Debit Card,at_risk
TXN_010078,CUST_0601,2023-03-28,346.48,Toys,Male,61,Chicago,PayPal,champion
TXN_016244,CUST_0994,2024-05-09,15.11,Sports,Female,56,Los Angeles,PayPal,dormant
TXN_009174,CUST_0558,2024-01-10,94.59,Electronics,Male,38,San Diego,PayPal,loyal
TXN_010018,CUST_0600,2024-05-04,137.65,Groceries,Male,59,Houston,Cash,loyal
TXN_005894,CUST_0352,2023-08-30,101.02,Groceries,Female,46,San Antonio,Cash,at_risk
TXN_004241,CUST_0258,2024-04-17,435.6,Home & Garden,Female,40,San Diego,Credit Card,champion
TXN_005424,CUST_0323,2023-02-22,32.96,Groceries,Female,29,Houston,PayPal,dormant
TXN_008099,CUST_0496,2024-06-23,,Home & Garden,Male,56,Phoenix,Cash,loyal
TXN_007447,CUST_0455,2023-04-15,219.06,Toys,Male,32,Houston,Cash,champion
TXN_003401,CUST_0213,2023-04-28,30.42,Electronics,Female,23,Los Angeles,Credit Card,new
TXN_008011,CUST_0492,2024-03-27,340.82,Toys,Female,23,Houston,Debit Card,champion
TXN_007375,CUST_0450,2023-09-04,52.5,Toys,Male,58,San Diego,Cash,loyal
TXN_004309,CUST_0259,2023-04-12,167.1,Groceries,Female,59,Phoenix,Credit Card,champion
TXN_007492,CUST_0456,2024-03-22,147.39,Health & Beauty,Female,33,Los Angeles,Debit Card,champion
TXN_013619,CUST_0822,2023-08-01,77.61,Sports,Male,46,San Diego,Cash,loyal
TXN_004080,CUST_0251,2024-04-04,35.61,Electronics,Male,55,San Antonio,Cash,at_risk
TXN_000803,CUST_0055,2024-06-10,145.99,Sports,Female,31,Phoenix,PayPal,loyal
TXN_001550,CUST_0105,2023-03-17,598.34,Health & Beauty,Female,47,Houston,Debit Card,champion
TXN_001009,CUST_0069,2023-12-27,144.28,Sports,Male,56,Phoenix,Debit Card,loyal
TXN_011963,CUST_0717,2023-03-26,,Electronics,Female,55,New York,Cash,loyal
TXN_006650,CUST_0409,2024-05-10,,Toys,Female,63,San Diego,PayPal,champion
TXN_004799,CUST_0294,2024-04-22,209.64,Toys,Male,58,Phoenix,Debit Card,champion
TXN_009638,CUST_0580,2024-06-27,77.26,Books,Male,23,Los Angeles,Credit Card,at_risk
TXN_002737,CUST_0181,2022-11-17,119.73,Books,Male,42,Houston,Debit Card,at_risk
TXN_007551,CUST_0458,2024-03-30,142.88,Sports,Male,45,Los Angeles,Debit Card,loyal
TXN_015242,CUST_0933,2023-01-22,172.75,Electronics,Other,53,Philadelphia,Cash,loyal
TXN_007711,CUST_0471,2023-05-30,133.5,Clothing,Male,47,New York,Debit Card,loyal
TXN_005095,CUST_0310,2023-11-18,156.01,Sports,Male,34,Phoenix,Credit Card,champion
TXN_000648,CUST_0047,2024-05-12,173.17,Toys,Male,47,New York,Credit Card,champion
TXN_009791,CUST_0589,2024-03-26,77.04,Home & Garden,Male,57,Los Angeles,Debit Card,dormant
TXN_002862,CUST_0187,2023-06-21,289.18,Home & Garden,Female,28,San Diego,PayPal,champion
TXN_004975,CUST_0304,2024-06-27,176.82,Clothing,Female,37,Chicago,Credit Card,champion
TXN_012631,CUST_0756,2023-09-09,93.35,Health & Beauty,Female,26,Philadelphia,Cash,at_risk
TXN_012816,CUST_0772,2023-05-07,166.75,Sports,Female,55,New York,Cash,loyal
TXN_006399,CUST_0389,2023-12-28,62.08,Health & Beauty,Female,33,Los Angeles,PayPal,at_risk
TXN_010611,CUST_0634,2024-02-24,127.79,Sports,Female,27,Phoenix,Cash,loyal
TXN_008883,CUST_0538,2023-09-07,239.67,Electronics,Male,35,New York,Credit Card,loyal
TXN_000550,CUST_0040,2023-08-28,177.24,Clothing,Male,65,Los Angeles,Credit Card,loyal
TXN_006860,CUST_0421,2024-01-10,353.6,Groceries,Female,65,New York,PayPal,champion
TXN_012501,CUST_0750,2023-04-14,342.21,Home & Garden,Female,58,San Diego,Credit Card,champion
TXN_014334,CUST_0879,2023-08-30,263.75,Clothing,Male,21,Philadelphia,Credit Card,champion
TXN_005617,CUST_0339,2023-04-27,267.09,Health & Beauty,Male,43,Houston,Debit Card,loyal
TXN_008860,CUST_0538,2023-11-08,136.96,Home & Garden,Male,35,New York,Cash,loyal
TXN_009856,CUST_0595,2023-08-06,100.01,Groceries,Female,25,Philadelphia,PayPal,champion
TXN_000211,CUST_0014,2022-12-13,106.08,Books,Male,25,Philadelphia,Cash,at_risk
TXN_013945,CUST_0846,2023-07-21,84.8,Sports,Male,33,Phoenix,Cash,at_risk
TXN_009490,CUST_0575,2023-05-08,293.82,Groceries,Female,53,San Diego,Cash,champion
TXN_006343,CUST_0384,2024-06-19,136.82,Groceries,Female,41,New York,PayPal,loyal
TXN_009060,CUST_0548,2024-05-26,124.72,Home & Garden,Female,27,Houston,PayPal,at_risk
TXN_001781,CUST_0117,2023-03-23,321.53,Books,Female,67,Los Angeles,Cash,champion
TXN_015716,CUST_0959,2024-04-03,197.76,Health & Beauty,Male,42,Houston,Cash,champion
TXN_003543,CUST_0222,2023-02-01,124.58,Groceries,Female,57,San Antonio,Credit Card,champion
TXN_011361,CUST_0673,2023-04-21,217.28,Toys,Male,37,San Antonio,Debit Card,champion
TXN_001438,CUST_0096,2024-06-01,149.6,Clothing,Female,69,New York,Credit Card,champion
TXN_002515,CUST_0170,2023-04-15,69.48,Clothing,Female,52,Philadelphia,PayPal,at_risk
TXN_002868,CUST_0188,2024-02-03,216.23,Books,Female,58,Houston,PayPal,champion
TXN_002434,CUST_0163,2023-11-12,406.05,Home & Garden,Female,40,Philadelphia,Cash,champion
TXN_005045,CUST_0307,2024-04-01,153.61,Clothing,Female,67,Houston,Cash,at_risk
TXN_006830,CUST_0420,2023-05-06,84.45,Groceries,Female,55,San Diego,PayPal,new
TXN_004792,CUST_0294,2023-09-09,276.13,Home & Garden,Male,58,Phoenix,PayPal,champion
TXN_012107,CUST_0723,2023-01-04,122.13,Books,Male,18,Phoenix,Debit Card,at_risk
TXN_011988,CUST_0720,2023-05-30,273.43,Toys,Female,39,Los Angeles,PayPal,champion
TXN_013052,CUST_0789,2023-02-16,87.94,Books,Male,18,Houston,PayPal,at_risk
TXN_007784,CUST_0476,2023-08-13,81.27,Groceries,Other,39,Houston,Debit Card,at_risk
TXN_006475,CUST_0398,2024-06-28,327.32,Sports,Male,44,Chicago,PayPal,champion
TXN_001314,CUST_0089,2023-03-12,142.64,Clothing,Female,30,Los Angeles,Cash,at_risk
TXN_010355,CUST_0619,2024-06-30,247.54,Clothing,Female,42,Chicago,Cash,champion
TXN_008037,CUST_0492,2024-03-28,587.59,Home & Garden,Female,23,Houston,Cash,champion
TXN_009902,CUST_0596,2024-02-14,303.59,Books,Male,53,New York,Credit Card,champion
TXN_013462,CUST_0807,2024-04-26,128.53,Clothing,Female,25,Houston,PayPal,loyal
TXN_003979,CUST_0248,2023-10-31,238.49,Toys,Other,59,Houston,PayPal,champion
TXN_007058,CUST_0437,2023-10-10,241.29,Clothing,Male,55,Philadelphia,Debit Card,champion
TXN_000012,CUST_0001,2023-06-07,129.5,Home & Garden,Male,64,Chicago,Debit Card,loyal
TXN_008029,CUST_0492,2023-08-21,293.6,Electronics,Female,23,Houston,PayPal,champion
TXN_000818,CUST_0057,2023-09-29,142.78,Electronics,Male,41,Houston,Credit Card,at_risk
TXN_013340,CUST_0802,2023-02-04,108.86,Home & Garden,Male,61,New York,PayPal,loyal
TXN_002784,CUST_0185,2023-06-05,183.41,Electronics,Male,54,San Diego,Debit Card,loyal
TXN_012239,CUST_0732,2023-04-23,104.89,Health & Beauty,Female,25,Chicago,Debit Card,loyal
TXN_014447,CUST_0887,2024-01-02,117.5,Groceries,Female,27,New York,Cash,champion
TXN_000453,CUST_0031,2023-09-09,198.04,Toys,Female,43,Houston,PayPal,loyal
TXN_001049,CUST_0073,2024-03-03,63.68,Books,Male,46,Los Angeles,Debit Card,loyal
TXN_016126,CUST_0990,2023-06-27,202.54,Health & Beauty,Female,25,Houston,Credit Card,champion
TXN_001656,CUST_0112,2023-05-17,29.73,Sports,Male,66,San Antonio,Debit Card,champion
TXN_003457,CUST_0220,2024-02-25,277.52,Books,Female,34,San Antonio,PayPal,champion
TXN_014930,CUST_0916,2023-09-19,108.22,Toys,Male,25,New York,Credit Card,loyal
TXN_014586,CUST_0898,2024-05-08,38.17,Toys,Female,24,San Diego,Cash,dormant
TXN_013086,CUST_0792,2023-10-15,108.97,Health & Beauty,Female,32,Los Angeles,Debit Card,champion
TXN_014484,CUST_0889,2023-12-21,200.83,Clothing,Male,30,Phoenix,Credit Card,loyal
TXN_007484,CUST_0455,2023-10-25,323.01,Electronics,Male,32,Houston,Cash,champion
TXN_008769,CUST_0533,2024-03-30,119.43,Clothing,Other,25,Phoenix,Debit Card,loyal
TXN_005139,CUST_0311,2023-02-04,133.19,Toys,Male,29,Los Angeles,Cash,champion
TXN_002908,CUST_0188,2023-06-17,115.01,Books,Female,58,Houston,Debit Card,champion
TXN_012333,CUST_0740,2023-05-23,84.07,Books,Male,63,Los Angeles,PayPal,loyal
TXN_000940,CUST_0064,2023-01-30,375.31,Books,Male,60,San Diego,Credit Card,champion
TXN_015339,CUST_0940,2023-10-11,230.77,Groceries,Female,52,San Diego,Cash,loyal
TXN_009416,CUST_0571,2023-07-05,313.56,Toys,Female,49,Chicago,Cash,champion
TXN_014132,CUST_0867,2024-05-16,234.73,Home & Garden,Male,64,San Antonio,Credit Card,loyal
TXN_012833,CUST_0773,2023-07-10,91.55,Electronics,Male,36,San Antonio,PayPal,loyal
TXN_008778,CUST_0534,2023-03-30,329.84,Electronics,Female,46,Philadelphia,PayPal,champion
TXN_013304,CUST_0800,2023-02-14,102.39,Home & Garden,Female,66,Philadelphia,Credit Card,loyal
TXN_015520,CUST_0950,2023-05-27,147.18,Electronics,Female,52,Chicago,Debit Card,champion
TXN_010630,CUST_0635,2024-01-27,104.96,Health & Beauty,Male,20,Houston,Credit Card,loyal
TXN_004634,CUST_0288,2023-07-28,131.53,Clothing,Female,65,Phoenix,Debit Card,loyal
TXN_010771,CUST_0642,2024-06-03,40.49,Books,Male,47,Chicago,Cash,dormant
TXN_004071,CUST_0250,2023-02-08,386.14,Clothing,Female,44,Philadelphia,Debit Card,champion
TXN_012690,CUST_0761,2023-10-06,202.79,Home & Garden,Male,30,New York,Debit Card,loyal
TXN_001400,CUST_0096,2023-06-29,209.92,Sports,Female,69,New York,Cash,champion
TXN_015583,CUST_0953,2024-02-29,168.05,Electronics,Male,49,New York,Cash,loyal
TXN_007690,CUST_0471,2024-06-29,135.85,Health & Beauty,Male,47,New York,PayPal,loyal
TXN_000030,CUST_0003,2023-08-04,239.08,Clothing,Female,33,Phoenix,PayPal,champion
TXN_006363,CUST_0386,2024-01-04,115.08,Books,Female,35,Houston,Cash,loyal
TXN_006258,CUST_0379,2023-04-19,114.81,Electronics,Female,32,Phoenix,Credit Card,at_risk
TXN_003940,CUST_0242,2024-04-05,626.43,Toys,Female,65,Phoenix,Cash,champion
TXN_007341,CUST_0447,2024-03-02,214.24,Clothing,Other,39,Philadelphia,Debit Card,champion
TXN_003677,CUST_0230,2024-03-20,133.19,Electronics,Female,57,Philadelphia,PayPal,loyal
TXN_012953,CUST_0778,2023-12-30,39.09,Toys,Female,58,Phoenix,Debit Card,new
TXN_000672,CUST_0048,2023-01-07,106.46,Electronics,Female,69,San Diego,PayPal,loyal
TXN_009375,CUST_0571,2024-01-18,206.91,Groceries,Female,49,Chicago,Credit Card,champion
TXN_009276,CUST_0565,2024-04-29,91.26,Groceries,Male,61,San Diego,PayPal,dormant
TXN_007803,CUST_0479,2023-12-04,461.96,Toys,Other,55,San Diego,Credit Card,champion
TXN_015855,CUST_0970,2024-02-08,264.02,Groceries,Male,28,Houston,Cash,champion
TXN_005466,CUST_0328,2023-04-13,112.71,Home & Garden,Female,24,Los Angeles,Credit Card,loyal
TXN_013044,CUST_0789,2023-06-16,60.12,Clothing,Male,18,Houston,Credit Card,at_risk
TXN_015965,CUST_0980,2023-06-07,457.23,Groceries,Female,56,San Diego,PayPal,champion
TXN_009929,CUST_0596,2023-10-25,222.71,Toys,Male,53,New York,Cash,champion
TXN_001108,CUST_0075,2023-09-26,156.47,Sports,Female,42,San Antonio,Cash,champion
TXN_012731,CUST_0765,2024-02-25,58.5,Books,Male,58,Philadelphia,PayPal,new
TXN_015107,CUST_0926,2023-11-10,92.51,Books,Male,36,Houston,Debit Card,champion
TXN_003229,CUST_0201,2024-01-22,195.2,Books,Female,42,Philadelphia,Debit Card,champion
TXN_012751,CUST_0767,2023-06-07,23.88,Books,Female,21,Philadelphia,Debit Card,dormant
TXN_010496,CUST_0625,2024-04-26,285.94,Groceries,Female,18,San Diego,Debit Card,champion
TXN_016190,CUST_0992,2024-03-07,65.28,Toys,Female,23,Philadelphia,Cash,at_risk
TXN_003319,CUST_0208,2023-03-28,240.85,Health & Beauty,Female,25,Phoenix,PayPal,champion
TXN_013130,CUST_0792,2023-07-29,186.49,Books,Female,32,Los Angeles,Cash,champion
TXN_005835,CUST_0348,2023-08-11,451.21,Toys,Male,58,San Diego,Credit Card,champion
TXN_004326,CUST_0259,2024-04-19,305.71,Home & Garden,Female,59,Phoenix,Credit Card,champion
TXN_016239,CUST_0993,2023-04-02,155.16,Home & Garden,Male,58,Houston,PayPal,champion
TXN_009820,CUST_0591,2022-10-07,65.94,Sports,Male,32,Philadelphia,Debit Card,dormant
TXN_011388,CUST_0673,2024-03-16,432.09,Toys,Male,37,San Antonio,Cash,champion
TXN_002553,CUST_0172,2024-01-04,287.15,Home & Garden,Male,35,Phoenix,PayPal,champion
TXN_004775,CUST_0293,2023-05-31,144.96,Sports,Female,27,Phoenix,Debit Card,loyal
TXN_007821,CUST_0479,2024-06-24,380.62,Health & Beauty,Other,55,San Diego,Cash,champion
TXN_002686,CUST_0178,2024-03-10,71.69,Clothing,Male,55,Houston,Cash,loyal
TXN_014380,CUST_0883,2023-03-12,104.78,Electronics,Male,28,Philadelphia,Credit Card,loyal
TXN_013090,CUST_0792,2024-01-14,135.65,Home & Garden,Female,32,Los Angeles,PayPal,champion
TXN_001563,CUST_0107,2024-04-07,57.47,Clothing,Male,56,San Antonio,Cash,dormant
TXN_007873,CUST_0485,2023-03-10,,Clothing,Female,51,Chicago,PayPal,at_risk
TXN_000555,CUST_0041,2024-05-14,83.19,Sports,Male,25,Philadelphia,Credit Card,at_risk
TXN_003071,CUST_0194,2024-04-15,81.68,Sports,Female,42,Phoenix,Debit Card,at_risk
TXN_014404,CUST_0886,2023-04-23,101.22,Health & Beauty,Male,61,Los Angeles,PayPal,loyal
TXN_013980,CUST_0851,2023-03-19,181.23,Health & Beauty,Male,28,New York,PayPal,loyal
TXN_004474,CUST_0277,2023-06-27,122.61,Books,Female,63,Philadelphia,PayPal,loyal
TXN_007529,CUST_0456,2023-07-17,154.2,Home & Garden,Female,33,Los Angeles,Credit Card,champion
TXN_008628,CUST_0522,2023-09-10,99.9,Toys,Male,29,Phoenix,Debit Card,loyal
TXN_013189,CUST_0795,2023-07-26,197.52,Toys,Male,46,Philadelphia,Debit Card,champion
TXN_012417,CUST_0745,2023-04-18,131.21,Health & Beauty,Male,48,Phoenix,Cash,loyal
TXN_004856,CUST_0296,2024-06-18,289.45,Home & Garden,Female,51,Phoenix,Debit Card,loyal
TXN_005268,CUST_0314,2024-04-03,277.69,Toys,Other,27,Los Angeles,Debit Card,champion
TXN_011152,CUST_0663,2024-01-18,240.57,Groceries,Female,64,Philadelphia,PayPal,champion
TXN_002853,CUST_0187,2024-06-18,320.5,Groceries,Female,28,San Diego,Cash,champion
TXN_001227,CUST_0086,2023-02-02,54.86,Toys,Male,51,Houston,PayPal,at_risk
TXN_008784,CUST_0534,2024-02-19,172.27,Books,Female,46,Philadelphia,Credit Card,champion
TXN_007001,CUST_0430,2024-04-19,,Books,Male,38,Houston,Credit Card,champion
TXN_015073,CUST_0925,2022-11-16,27.88,Sports,Male,41,Philadelphia,PayPal,dormant
TXN_014501,CUST_0890,2023-03-02,124.35,Home & Garden,Male,48,Phoenix,Cash,loyal
TXN_013504,CUST_0813,2023-04-15,150.9,Books,Male,26,Houston,Cash,loyal
TXN_011793,CUST_0710,2023-08-07,275.73,Electronics,Female,25,Houston,Credit Card,champion
TXN_007471,CUST_0455,2023-02-07,250.87,Clothing,Male,32,Houston,Credit Card,champion
TXN_013810,CUST_0835,2023-04-02,75.61,Electronics,Female,65,San Diego,Debit Card,loyal
TXN_014858,CUST_0911,2023-01-28,103.58,Home & Garden,Female,26,Los Angeles,Cash,champion
TXN_009192,CUST_0559,2023-11-08,355.64,Sports,Female,48,New York,PayPal,champion
TXN_004601,CUST_0286,2024-06-22,245.81,Toys,Male,62,Phoenix,Debit Card,champion
TXN_014498,CUST_0890,2023-03-21,116.16,Groceries,Male,48,Phoenix,Cash,loyal
TXN_011474,CUST_0680,2024-05-10,72.02,Health & Beauty,Female,22,Philadelphia,PayPal,loyal
TXN_007399,CUST_0451,2023-11-10,483.24,Groceries,Female,34,San Antonio,Credit Card,champion
TXN_015379,CUST_0942,2023-02-18,176.52,Groceries,Female,51,Houston,Credit Card,loyal
TXN_013034,CUST_0787,2023-03-10,98.62,Books,Female,38,Chicago,Cash,loyal
TXN_002213,CUST_0142,2023-08-08,198.0,Groceries,Male,42,Chicago,Credit Card,champion
TXN_004929,CUST_0303,2023-07-19,64.31,Home & Garden,Female,21,Houston,Credit Card,dormant
TXN_015316,CUST_0939,2023-04-23,38.77,Sports,Male,66,New York,Credit Card,at_risk
TXN_012214,CUST_0730,2023-07-13,398.87,Electronics,Male,34,Philadelphia,PayPal,champion
TXN_013293,CUST_0800,2024-01-01,101.64,Electronics,Female,66,Philadelphia,PayPal,loyal
TXN_016150,CUST_0991,2023-02-20,129.34,Health & Beauty,Female,50,Houston,Cash,champion
TXN_002111,CUST_0137,2024-05-04,126.78,Toys,Female,63,New York,Debit Card,new
TXN_014224,CUST_0870,2024-04-30,265.42,Electronics,Female,25,San Diego,PayPal,champion
